Тип_документа;Документ;Описание_документа;Ду;D1;D2;D3;D4;D5;h1;h2;h3;d;n;Наименование_фланца
ГОСТ;ГОСТ 12820-80 Ру 2,5 МПа;Фланцы стальные плоские приварные;(175);196;196;330;242;280;0;29;3;26;12;Фланец 1-(175)-25 ст. 20 ГОСТ 12820-80
ГОСТ;ГОСТ 12820-80 Ру 2,5 МПа;Фланцы стальные плоские приварные;200;222;222;360;278;310;0;29;3;26;12;Фланец 1-200-25 ст. 20 ГОСТ 12820-80
ГОСТ;ГОСТ 12820-80 Ру 2,5 МПа;Фланцы стальные плоские приварные;(225);245;245;395;305;340;0;31;3;30;12;Фланец 1-(225)-25 ст. 20 ГОСТ 12820-80
ГОСТ;ГОСТ 12820-80 Ру 2,5 МПа;Фланцы стальные плоские приварные;250;273;273;425;335;370;0;31;3;30;12;Фланец 1-250-25 ст. 20 ГОСТ 12820-80
ГОСТ;ГОСТ 12820-80 Ру 2,5 МПа;Фланцы стальные плоские приварные;300;325;325;485;390;430;0;32;4;30;16;Фланец 1-300-25 ст. 20 ГОСТ 12820-80
ГОСТ;ГОСТ 12820-80 Ру 2,5 МПа;Фланцы стальные плоские приварные;350;377;377;550;450;490;0;38;4;33;16;Фланец 1-350-25 ст. 20 ГОСТ 12820-80
ГОСТ;ГОСТ 12820-80 Ру 2,5 МПа;Фланцы стальные плоские приварные;400;426;426;610;505;550;0;40;4;36;16;Фланец 1-400-25 ст. 20 ГОСТ 12820-80
ГОСТ;ГОСТ 12820-80 Ру 2,5 МПа;Фланцы стальные плоские приварные;(450);480;480;660;555;600;0;44;4;36;20;Фланец 1-(450)-25 ст. 20 ГОСТ 12820-80
ГОСТ;ГОСТ 12820-80 Ру 2,5 МПа;Фланцы стальные плоские приварные;500;530;530;730;615;660;0;48;4;36;20;Фланец 1-500-25 ст. 20 ГОСТ 12820-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;10;15;22;75;35;50;15;8;2;11;4;Фланец 1-10-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;15;19;28;80;40;55;18;8;2;11;4;Фланец 1-15-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;20;26;36;90;50;65;20;8;2;11;4;Фланец 1-20-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;25;33;42;100;60;75;20;8;2;11;4;Фланец 1-25-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;32;39;50;120;70;90;20;8;2;14;4;Фланец 1-32-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;40;46;60;130;80;100;24;9;3;14;4;Фланец 1-40-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;50;58;70;140;90;110;24;9;3;14;4;Фланец 1-50-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;65;77;88;160;110;130;24;9;3;14;4;Фланец 1-65-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;80;90;102;185;128;150;24;11;3;18;4;Фланец 1-80-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;100;110;122;205;148;170;26;11;3;18;4;Фланец 1-100-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;125;135;148;235;178;200;26;11;3;18;8;Фланец 1-125-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;150;161;172;260;202;225;27;11;3;18;8;Фланец 1-150-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;(175);196;210;290;232;255;30;13;3;18;8;Фланец 1-(175)-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;200;222;235;315;258;280;32;13;3;18;8;Фланец 1-200-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;(225);248;260;340;282;305;30;15;3;18;8;Фланец 1-(225)-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;250;278;288;370;312;335;29;16;3;18;12;Фланец 1-250-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;300;330;340;435;365;395;29;16;4;22;12;Фланец 1-300-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;350;382;390;485;415;445;29;16;4;22;12;Фланец 1-350-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;400;432;440;535;465;495;29;16;4;22;16;Фланец 1-400-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;(450);484;494;590;520;550;34;16;4;22;16;Фланец 1-(450)-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;500;535;545;640;570;600;31;19;4;22;20;Фланец 1-500-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;600;636;650;755;670;705;36;19;5;26;20;Фланец 1-600-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;(700);726;740;860;775;810;36;19;5;26;24;Фланец 1-(700)-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;800;826;844;975;880;920;41;19;5;30;24;Фланец 1-800-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;(900);926;944;1075;980;1020;39;21;5;30;24;Фланец 1-(900)-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;1000;1028;1044;1175;1080;1120;39;21;5;30;28;Фланец 1-1000-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;1200;1228;1244;1400;1295;1340;42;23;5;33;32;Фланец 1-1200-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;1400;1428;1445;1620;1510;1560;41;24;5;36;36;Фланец 1-1400-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,1 и 0,25 МПа;Фланцы стальные приварные встык;1600;1628;1646;1820;1710;1760;40;25;5;36;40;Фланец 1-1600-2,5 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;10;15;22;75;35;50;17;10;2;11;4;Фланец 1-10-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;15;19;28;80;40;55;18;10;2;11;4;Фланец 1-15-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;20;26;36;90;50;65;20;10;2;11;4;Фланец 1-20-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;25;33;42;100;60;75;18;12;2;11;4;Фланец 1-25-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;32;39;50;120;70;90;21;12;2;14;4;Фланец 1-32-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;40;46;60;130;80;100;23;12;3;14;4;Фланец 1-40-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;50;58;70;140;90;110;23;12;3;14;4;Фланец 1-50-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;65;77;88;160;110;130;23;12;3;14;4;Фланец 1-65-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;80;90;102;185;128;150;24;13;3;18;4;Фланец 1-80-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;100;110;122;205;148;170;25;13;3;18;4;Фланец 1-100-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;125;135;148;235;178;200;25;15;3;18;8;Фланец 1-125-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;150;161;172;260;202;225;28;15;3;18;8;Фланец 1-150-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;(175);196;210;290;232;255;30;17;3;18;8;Фланец 1-(175)-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;200;222;235;315;258;280;33;17;3;18;8;Фланец 1-200-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;(225);248;260;340;282;305;33;17;3;18;8;Фланец 1-(225)-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;250;278;288;370;312;335;32;18;3;18;12;Фланец 1-250-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;300;330;340;435;365;395;32;18;4;22;12;Фланец 1-300-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;350;382;390;485;415;445;32;18;4;22;12;Фланец 1-350-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;400;432;440;535;465;495;32;18;4;22;16;Фланец 1-400-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;(450);484;494;590;520;550;32;18;4;22;16;Фланец 1-(450)-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;500;535;545;640;570;600;31;19;4;22;20;Фланец 1-500-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;600;636;650;755;670;705;36;19;5;26;20;Фланец 1-600-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;(700);726;740;860;775;810;36;19;5;26;24;Фланец 1-(700)-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;800;826;844;975;880;920;41;19;5;30;24;Фланец 1-800-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;(900);926;944;1075;980;1020;39;21;5;31;24;Фланец 1-(900)-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;1000;1028;1044;1175;1080;1120;39;21;5;32;28;Фланец 1-1000-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;1200;1228;1244;1400;1295;1340;47;23;5;33;32;Фланец 1-1200-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;1400;1428;1445;1620;1510;1560;58;27;5;36;36;Фланец 1-1400-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 0,6 МПа;Фланцы стальные приварные встык;1600;1628;1646;1820;1710;1760;63;32;5;36;40;Фланец 1-1600-6 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;10;15;25;90;42;60;23;10;2;14;4;Фланец 1-10-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;15;19;30;95;47;65;23;10;2;14;4;Фланец 1-15-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;20;26;38;105;58;75;24;12;2;14;4;Фланец 1-20-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;25;33;45;115;68;85;26;12;2;14;4;Фланец 1-25-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;32;39;55;135;78;100;27;13;2;18;4;Фланец 1-32-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;40;46;62;145;88;110;29;13;3;18;4;Фланец 1-40-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;50;58;76;160;102;125;29;13;3;18;4;Фланец 1-50-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;65;77;94;180;122;145;30;15;3;18;4;Фланец 1-65-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;80;90;105;195;133;160;32;15;3;18;8;Фланец 1-80-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;100;110;128;215;158;180;31;17;3;18;8;Фланец 1-100-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;125;135;156;245;184;210;38;19;3;18;8;Фланец 1-125-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;150;161;180;280;212;240;38;19;3;22;8;Фланец 1-150-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;(175);196;210;310;242;270;38;19;3;22;8;Фланец 1-(175)-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;200;222;240;335;268;295;39;19;3;22;8;Фланец 1-200-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;(225);248;268;365;295;325;41;19;3;22;8;Фланец 1-(225)-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;250;278;290;390;320;350;39;21;3;22;12;Фланец 1-250-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;300;330;345;440;370;400;38;22;4;22;12;Фланец 1-300-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;350;382;400;500;430;460;38;22;4;22;16;Фланец 1-350-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;400;432;445;565;482;515;38;22;4;26;16;Фланец 1-400-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;(450);484;500;615;532;565;43;22;4;26;20;Фланец 1-(450)-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;500;535;550;670;585;620;41;24;4;26;20;Фланец 1-500-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;600;636;650;780;685;725;41;24;5;30;20;Фланец 1-600-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;(700);726;744;895;800;840;40;25;5;30;24;Фланец 1-(700)-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;800;826;850;1010;905;950;48;27;5;33;24;Фланец 1-800-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;(900);926;950;1110;1005;1050;51;29;5;33;28;Фланец 1-(900)-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;1000;1028;1050;1220;1110;1160;51;29;5;36;28;Фланец 1-1000-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,0 МПа;Фланцы стальные приварные встык;1200;1228;1256;1455;1330;1380;57;33;5;39;32;Фланец 1-1200-10 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;10;15;26;90;42;60;21;12;2;14;4;Фланец 1-10-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;15;19;30;95;47;65;21;12;2;14;4;Фланец 1-15-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;20;26;38;105;58;75;24;12;2;14;4;Фланец 1-20-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;25;33;45;115;68;85;26;12;2;14;4;Фланец 1-25-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;32;39;55;135;78;100;27;13;2;18;4;Фланец 1-32-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;40;46;64;145;88;110;29;13;3;18;4;Фланец 1-40-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;50;58;76;160;102;125;32;13;3;18;4;Фланец 1-50-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;65;77;94;180;122;145;32;15;3;18;4;Фланец 1-65-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;80;90;110;195;133;160;33;17;3;18;8;Фланец 1-80-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;100;110;130;215;158;180;33;17;3;18;8;Фланец 1-100-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;125;135;156;245;184;210;38;19;3;18;8;Фланец 1-125-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;150;161;180;280;212;240;38;19;3;22;8;Фланец 1-150-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;(175);196;210;310;242;270;36;21;3;22;8;Фланец 1-(175)-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;200;222;240;335;268;295;37;21;3;22;12;Фланец 1-200-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;(225);248;268;365;295;325;44;21;3;22;12;Фланец 1-(225)-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;250;278;292;405;320;355;42;23;3;26;12;Фланец 1-250-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;300;330;346;460;370;410;42;24;4;26;12;Фланец 1-300-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;350;382;400;520;430;470;42;28;4;26;16;Фланец 1-350-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;400;432;450;580;482;525;43;32;4;30;16;Фланец 1-400-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;(450);484;506;640;532;585;51;34;4;30;20;Фланец 1-(450)-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;500;535;559;710;585;650;52;38;4;33;20;Фланец 1-500-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;600;636;660;840;685;770;49;41;5;36;20;Фланец 1-600-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;(700);726;750;910;800;840;52;43;5;36;24;Фланец 1-(700)-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;800;826;850;1020;905;950;50;45;5;39;24;Фланец 1-800-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;(900);926;958;1120;1005;1050;63;47;5;39;28;Фланец 1-(900)-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;1000;1028;1060;1255;1110;1170;61;49;5;42;28;Фланец 1-1000-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 1,6 МПа;Фланцы стальные приварные встык;1200;1228;1268;1485;1330;1390;74;51;5;48;32;Фланец 1-1200-16 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 2,5 МПа;Фланцы стальные приварные встык;10;15;26;90;42;60;19;14;2;14;4;Фланец 1-10-25 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 2,5 МПа;Фланцы стальные приварные встык;15;19;30;95;47;65;19;14;2;14;4;Фланец 1-15-25 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 2,5 МПа;Фланцы стальные приварные встык;20;26;38;105;58;75;20;14;2;14;4;Фланец 1-20-25 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 2,5 МПа;Фланцы стальные приварные встык;25;33;45;115;68;85;22;14;2;14;4;Фланец 1-25-25 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 2,5 МПа;Фланцы стальные приварные встык;32;39;56;135;78;100;27;16;2;18;4;Фланец 1-32-25 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 2,5 МПа;Фланцы стальные приварные встык;40;46;64;145;88;110;29;16;3;18;4;Фланец 1-40-25 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 2,5 МПа;Фланцы стальные приварные встык;50;58;76;160;102;125;28;17;3;18;4;Фланец 1-50-25 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 2,5 МПа;Фланцы стальные приварные встык;65;77;96;180;122;145;31;19;3;18;8;Фланец 1-65-25 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 2,5 МПа;Фланцы стальные приварные встык;80;90;110;195;133;160;33;19;3;18;8;Фланец 1-80-25 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 2,5 МПа;Фланцы стальные приварные встык;100;110;132;230;158;190;37;21;3;22;8;Фланец 1-100-25 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 2,5 МПа;Фланцы стальные приварные встык;125;135;160;270;184;220;42;23;3;26;8;Фланец 1-125-25 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 2,5 МПа;Фланцы стальные приварные встык;150;161;186;300;212;250;43;25;3;26;8;Фланец 1-150-25 ст. 20 ГОСТ 12821-80
ГОСТ;ГОСТ 12821-80 Ру 2,5 МПа;Фланцы стальные приварные встык;(175);196;216;330;242;280;45;25;3;26;12;Фланец 1-(175)-25 ст. 20 ГОСТ 12821-80
